step,hour,txn_type,amount,name_orig,old_balance_orig,new_balance_orig,name_dest,old_balance_dest,new_balance_dest,balance_diff_orig,balance_diff_dest,amount_to_balance_ratio,dest_balance_zeroed,night_txn_flag,weekend_flag,round_amount_flag,is_fraud,txn_type_enc,log_amount,log_old_bal_orig,error_balance_orig,error_balance_dest,surp_orig_zeroed,high_amount_flag,balance_drain_pct,is_transfer_cashout,fraud_score,fraud_tier,ml_alert
186,18,TRANSFER,45466.62,C5635760,15121.54,0.0,C9027629,1278.49,46745.11,15121.54,45466.62,3.0067,0,0,0,0,0,4,10.724755703245505,9.623941625042871,-30345.08,0.0,1,0,3.0065465193016516,1,0.0,Low,0
612,12,CASH_IN,11990.59,C8305493,109335.23,121325.82,C4623341,365.27,12355.86,-11990.59,11990.59,0.1097,0,0,0,0,0,0,9.391960849738322,11.602183092249653,-23981.180000000008,0.0,0,0,0.10966712497769496,0,0.0,Low,0
222,6,CASH_IN,2284.84,C4434965,162601.86,164886.7,C8548946,802.25,3087.09,-2284.84,2284.84,0.0141,0,0,0,0,0,0,7.73448885065416,11.99906606511705,-4569.680000000022,0.0,0,0,0.014051659361957104,0,0.0,Low,0
497,17,CASH_OUT,598.91,C6299864,55816.8,55217.89,C7606788,4199.72,4798.63,598.91,598.91,0.0107,0,0,1,0,0,1,6.396779643965021,10.929848093916634,0.0,0.0,0,0,0.010729731376012668,1,0.0,Low,0
221,5,CASH_OUT,11909.83,C6147174,8899.35,0.0,C7398412,2409.22,14319.05,8899.35,11909.83,1.3383,0,1,0,0,0,1,9.385203349257848,9.093845880789686,-3010.4799999999996,0.0,1,0,1.3381305229569622,1,0.0,Low,0
572,20,TRANSFER,58949.67,C1501734,14739.67,0.0,C8229562,11120.63,70070.3,14739.67,58949.67,3.9994,0,0,0,0,0,4,10.984456271464968,9.598365619255755,-44210.0,0.0,1,0,3.999117407824746,1,0.0,Low,0
657,9,TRANSFER,5426.38,C1916712,6916.27,1489.89,C7566140,2835.94,8262.32,5426.38,5426.38,0.7846,0,0,1,0,0,4,8.599211791881125,8.841776462102176,2.2737367544323206e-13,0.0,0,0,0.7844684391385619,1,0.0,Low,0
507,3,CASH_OUT,792.57,C7060929,27944.46,27151.89,C1498024,11859.34,12651.91,792.57,792.57,0.0284,0,1,0,0,0,1,6.676541752836779,10.23801003247367,0.0,0.0,0,0,0.028361315219001586,1,0.0,Low,0
171,3,CASH_IN,4077.37,C2935265,16490.55,20567.92,C2873791,2355.67,6433.04,-4077.37,4077.37,0.2473,0,1,0,0,0,0,8.313452677768982,9.710603407497695,-8154.739999999998,0.0,0,0,0.24723995015629216,0,0.0,Low,0
402,18,CASH_IN,10688.33,C5908540,37314.68,48003.01,C7768430,1907.13,12595.46,-10688.33,10688.33,0.2864,0,0,0,0,0,0,9.277001326657338,10.527168892634071,-21376.660000000003,0.0,0,0,0.28642999404003894,0,0.0,Low,0
244,4,PAYMENT,3495.92,C7540213,33513.84,30017.92,C6377168,1680.71,5176.63,3495.92,3495.92,0.1043,0,1,0,0,0,3,8.159637860050198,10.419743604798864,0.0,0.0,0,0,0.10430961329369319,0,0.0,Low,0
219,3,CASH_OUT,2711.55,C5267108,288980.3,286268.75,C4696124,4715.95,7427.5,2711.55,2711.55,0.0094,0,1,0,0,0,1,7.905644430858549,12.574117259118701,0.0,0.0,0,0,0.009383133095463271,1,0.0,Low,0
382,22,PAYMENT,2900.62,C2879859,11593.29,8692.67,C7403456,6062.73,8963.35,2900.62,2900.62,0.2502,0,1,0,0,0,3,7.973024480693766,9.358268014524587,1.8189894035458565e-12,-1.8189894035458565e-12,0,0,0.25017659554832594,0,0.0,Low,0
366,6,CASH_IN,14630.37,C8141277,54035.05,68665.42,C2424267,5272.8,19903.17,-14630.37,14630.37,0.2708,0,0,0,0,0,0,9.590923132828825,10.897406695398198,-29260.739999999998,3.637978807091713e-12,0,0,0.27075202573097035,0,0.0,Low,0
77,5,CASH_OUT,3384.5,C9217635,24519.58,21135.08,C4223869,19497.97,22882.47,3384.5,3384.5,0.138,0,1,0,0,0,1,8.1272568849257,10.107268043930262,0.0,0.0,0,0,0.13802691453464802,1,0.0,Low,0
171,3,PAYMENT,5689.84,C6706719,8273.25,2583.41,C8214098,16050.57,21740.41,5689.84,5689.84,0.6877,0,1,0,0,0,3,8.646613143641042,9.020903561696628,0.0,0.0,0,0,0.6876562830468018,0,0.0,Low,0
493,13,CASH_OUT,7756.54,C9193340,12272.49,4515.95,C7234081,32268.71,40025.25,7756.54,7756.54,0.632,0,0,1,0,0,1,8.956420552609597,9.415196930839228,0.0,0.0,0,0,0.6319750942885846,1,0.0,Low,0
630,6,DEBIT,3234.21,C2047115,48306.81,45072.6,C7213120,10084.62,13318.83,3234.21,3234.21,0.067,0,0,1,0,0,2,8.081849119820387,10.785348524291564,0.0,1.8189894035458565e-12,0,0,0.0669500438955937,0,0.0,Low,0
115,19,TRANSFER,1996.87,C7123671,53802.96,51806.09,C8750647,12588.7,14585.57,1996.87,1996.87,0.0371,0,0,0,0,0,4,7.599836892026611,10.893102349389046,0.0,0.0,0,0,0.037113810953691886,1,0.0,Low,0
333,21,CASH_OUT,4135.47,C1517876,39933.12,35797.65,C2073866,160846.26,164981.73,4135.47,4135.47,0.1036,0,0,1,0,0,1,8.32759804609578,10.59498637530051,0.0,0.0,0,0,0.1035573088877381,1,0.0,Low,0
67,19,CASH_OUT,46177.48,C5544531,52029.91,5852.43,C1278342,93034.12,139211.6,46177.48,46177.48,0.8875,0,0,0,0,0,1,10.740269167685106,10.85959324404107,0.0,0.0,0,0,0.8875009105164603,1,0.0,Low,0
709,13,PAYMENT,3395.67,C3001355,28098.37,24702.7,C7845223,9037.39,12433.06,3395.67,3395.67,0.1208,0,0,0,0,0,3,8.130550818902448,10.24350243514168,-3.637978807091713e-12,0.0,0,0,0.12084505809204976,0,0.0,Low,0
502,22,CASH_OUT,5118.66,C5764573,12531.71,7413.05,C4911059,929.24,6047.9,5118.66,5118.66,0.4085,0,1,1,0,0,1,8.54084330957856,9.436097305430545,-9.094947017729282e-13,0.0,0,0,0.40842403598264065,1,0.0,Low,0
35,11,CASH_OUT,5501.49,C5510511,5494.62,0.0,C1663170,28706.96,34208.45,5494.62,5501.49,1.0013,0,0,0,0,0,1,8.612955996043217,8.611706690318227,-6.869999999999891,0.0,1,0,1.0010681233418612,1,0.0,Low,0
71,23,TRANSFER,28495.86,C6106514,4235.23,0.0,C7544492,2749.52,31245.38,4235.23,28495.86,6.7283,0,1,0,0,0,4,10.257549184748386,8.351429001753433,-24260.63,0.0,1,0,6.726702752211283,1,0.0,Low,0
373,13,PAYMENT,5661.56,C7763808,21317.16,15655.6,C8560628,10033.29,15694.85,5661.56,5661.56,0.2656,0,0,0,0,0,3,8.641631365761642,9.96731457061542,-1.8189894035458565e-12,1.8189894035458565e-12,0,0,0.2655745148737039,0,0.0,Low,0
471,15,CASH_IN,15417.74,C5272030,3651.06,19068.8,C4802012,303.42,15721.16,-15417.74,15417.74,4.2228,0,0,1,0,0,0,9.643338931716452,8.203046670933677,-30835.48,0.0,0,0,4.221655723071362,0,0.0,Low,0
610,10,TRANSFER,438.23,C6003545,39910.48,39472.25,C3461931,14590.02,15028.25,438.23,438.23,0.011,0,0,0,0,0,4,6.085023193873501,10.594419280792941,0.0,0.0,0,0,0.010980048848100847,1,0.0,Low,0
142,22,CASH_OUT,21342.84,C7071548,3913.36,0.0,C9811645,2573.22,23916.06,3913.36,21342.84,5.4538,0,1,1,0,0,1,9.96851845243538,8.272407121242956,-17429.48,0.0,1,0,5.452446887869281,1,0.0,Low,0
618,18,CASH_OUT,9973.98,C4275462,8650.43,0.0,C2730480,847.08,10821.06,8650.43,9973.98,1.153,0,0,0,0,0,1,9.207835236743524,9.0654799041815,-1323.5499999999993,0.0,1,0,1.152870681494273,1,0.0,Low,0
559,7,PAYMENT,6026.35,C6740258,77061.81,71035.46,C2524104,23227.81,29254.16,6026.35,6026.35,0.0782,0,0,0,0,0,3,8.704062723806222,11.25237608260745,-1.4551915228366852e-11,3.637978807091713e-12,0,0,0.07820049645217973,0,0.0,Low,0
278,14,CASH_IN,7989.04,C8232752,58799.95,66788.99,C6027215,6944.77,14933.81,-7989.04,7989.04,0.1359,0,0,0,0,0,0,8.985951045005612,10.98191329021879,-15978.080000000009,1.8189894035458565e-12,0,0,0.13586583209965145,0,0.0,Low,0
384,0,CASH_OUT,38001.58,C1316125,1314.42,0.0,C2010044,8714.77,46716.35,1314.42,38001.58,28.9113,0,1,0,0,0,1,10.545409331140622,7.181911285252196,-36687.16,7.275957614183426e-12,1,0,28.889312919067674,1,0.0,Low,0
593,17,TRANSFER,217948.79,C1566727,313749.85,95801.06,C7565917,4772.24,0.0,217948.79,-4772.24,0.6947,1,0,0,0,1,4,12.292019994142331,12.656354478587808,-2.9103830456733704e-11,222721.03,0,1,0.6946556160724346,1,100.0,High,1
680,8,TRANSFER,69115.58,C1722247,2452.42,0.0,C6630997,2386.28,71501.86,2452.42,69115.58,28.1826,0,0,0,0,0,4,11.143549923087136,7.805238248517817,-66663.16,0.0,1,0,28.1711162377416,1,0.0,Low,0
431,23,CASH_OUT,6820.31,C5661951,436.94,0.0,C3658515,612.85,7433.16,436.94,6820.31,15.6093,0,1,0,0,0,1,8.827806814503537,6.082081914691596,-6383.370000000001,9.094947017729282e-13,1,0,15.573617390510117,1,0.0,Low,0
496,16,TRANSFER,29126.36,C1291000,50379.97,21253.61,C5314617,2971.07,32097.43,29126.36,29126.36,0.5781,0,0,1,0,0,4,10.279433217628164,10.827368803393345,0.0,0.0,0,0,0.5781222552880582,1,0.0,Low,0
368,8,CASH_OUT,9830.61,C3080499,149704.05,139873.44,C1601825,17431.96,27262.57,9830.61,9830.61,0.0657,0,0,0,0,0,1,9.193357984063695,11.916422303973674,0.0,0.0,0,0,0.06566652227162678,1,0.0,Low,0
151,7,TRANSFER,1436.11,C9173577,206829.99,205393.88,C3221642,12090.71,13526.82,1436.11,1436.11,0.0069,0,0,1,0,0,4,7.270389431513997,12.239657265321584,0.0,0.0,0,0,0.006943398569044223,1,0.0,Low,0
110,14,CASH_OUT,2306.86,C6946086,13818.18,11511.32,C5214405,31118.34,33425.2,2306.86,2306.86,0.1669,0,0,0,0,0,1,7.744075967209328,9.533812761263194,0.0,0.0,0,0,0.1669317571664889,1,0.0,Low,0
339,3,CASH_IN,12098.47,C4858746,12366.16,24464.63,C7261004,16055.01,28153.48,-12098.47,12098.47,0.9784,0,1,0,0,0,0,9.40091692897262,9.422799851315034,-24196.940000000002,0.0,0,0,0.9782739125231662,0,0.0,Low,0
580,4,CASH_IN,6524.75,C5408626,44657.12,51181.87,C6404635,7422.55,13947.3,-6524.75,6524.75,0.1461,0,1,0,0,0,0,8.783511168114243,10.706791428672895,-13049.5,0.0,0,0,0.14610444864226257,0,0.0,Low,0
94,22,CASH_OUT,625.47,C1979850,30071.03,29445.56,C4620510,34744.94,35370.41,625.47,625.47,0.0208,0,1,0,0,0,1,6.440100888113778,10.311350782849262,-3.637978807091713e-12,0.0,0,0,0.020799061453450268,1,0.0,Low,0
280,16,PAYMENT,16316.48,C9353223,85825.66,69509.18,C1523046,6313.3,22629.78,16316.48,16316.48,0.1901,0,0,0,0,0,3,9.699992204830668,11.360084959822503,1.4551915228366852e-11,0.0,0,0,0.19010969318857332,0,0.0,Low,0
286,22,DEBIT,3878.63,C2860370,60198.28,56319.65,C8148856,2942.18,6820.81,3878.63,3878.63,0.0644,0,1,0,0,0,2,8.263495067245444,11.005415671092498,0.0,-9.094947017729282e-13,0,0,0.06442984035689464,0,0.0,Low,0
417,9,DEBIT,1093.99,C6542927,14310.25,13216.26,C2697771,9765.9,10859.89,1093.99,1093.99,0.0764,0,0,0,0,0,2,6.998500509788809,9.568801220238022,0.0,0.0,0,0,0.07644265874748886,0,0.0,Low,0
700,4,TRANSFER,3293.16,C7673497,48480.64,45187.48,C9562114,285128.13,288421.29,3293.16,3293.16,0.0679,0,1,0,0,0,4,8.099906482721275,10.788940448553868,-7.275957614183426e-12,0.0,0,0,0.06792591999775585,1,0.0,Low,0
365,5,DEBIT,820.82,C5541980,32877.46,32056.64,C6305820,31302.28,32123.1,820.82,820.82,0.025,0,1,0,0,0,2,6.711521392974785,10.400573011090263,0.0,0.0,0,0,0.02496528122059245,0,0.0,Low,0
672,0,CASH_IN,2524.52,C9268604,9621.53,12146.05,C2698837,10296.26,12820.78,-2524.52,2524.52,0.2624,0,1,0,0,0,0,7.834202261100667,9.171862502845949,-5049.039999999999,0.0,0,0,0.26235511866421823,0,0.0,Low,0
390,6,TRANSFER,5300.04,C9439416,134605.7,129305.66,C9787088,854.01,6154.05,5300.04,5300.04,0.0394,0,0,0,0,0,4,8.575658306705423,11.81011247207131,1.4551915228366852e-11,0.0,0,0,0.039374265916926866,1,0.0,Low,0
345,9,CASH_OUT,2624.11,C2500109,14615.18,11991.07,C2436391,1855.92,4480.03,2624.11,2624.11,0.1795,0,0,0,0,0,1,7.872878078909649,9.589884413252946,0.0,9.094947017729282e-13,0,0,0.1795345979592479,1,0.0,Low,0
63,15,TRANSFER,19183.77,C2748898,888.82,0.0,C6174933,14485.47,33669.24,888.82,19183.77,21.5834,0,0,0,0,0,4,9.861872014076482,6.7910191950804535,-18294.95,0.0,1,0,21.55915803196152,1,0.0,Low,0
332,20,CASH_OUT,4039.07,C6545809,75948.86,71909.79,C3119030,40135.02,44174.09,4039.07,4039.07,0.0532,0,0,1,0,0,1,8.304017297537763,11.237828664704248,0.0,0.0,0,0,0.05318074319031003,1,0.0,Low,0
163,19,DEBIT,21891.29,C4940155,134108.17,112216.88,C9855489,7884.63,29775.92,21891.29,21891.29,0.1632,0,0,1,0,0,2,9.993889799024235,11.806409448736465,0.0,3.637978807091713e-12,0,0,0.16323484814647649,0,0.0,Low,0
459,3,DEBIT,10804.0,C6068311,263117.28,252313.28,C6900075,29403.44,40207.44,10804.0,10804.0,0.0411,0,1,1,0,0,2,9.287764268940986,12.480358943900253,2.9103830456733704e-11,0.0,0,0,0.04106138121608274,0,0.0,Low,0
153,9,TRANSFER,31082.2,C2789112,60457.13,29374.93,C3572721,2129.35,33211.55,31082.2,31082.2,0.5141,0,0,1,0,0,4,10.344422759284516,11.00970633831493,-3.637978807091713e-12,0.0,0,0,0.5141111708218564,1,0.0,Low,0
411,3,CASH_IN,32451.37,C8247743,79528.05,111979.42,C8800520,40658.84,73110.21,-32451.37,32451.37,0.408,0,1,0,0,0,0,10.387528754904416,11.283877642701917,-64902.73999999999,-1.4551915228366852e-11,0,0,0.4080442303787106,0,0.0,Low,0
501,21,DEBIT,16418.85,C6298495,2178.75,0.0,C9769056,125284.18,141703.03,2178.75,16418.85,7.5359,0,0,1,0,0,2,9.706246247763719,7.686965470307924,-14240.099999999999,0.0,1,0,7.532446381465764,0,0.0,Low,0
491,11,TRANSFER,731.39,C5511038,235691.01,234959.62,C5162464,2624.16,3355.55,731.39,731.39,0.0031,0,0,1,0,0,4,6.5963131589660176,12.370281189325455,0.0,-4.547473508864641e-13,0,0,0.003103159924683064,1,0.0,Low,0
605,5,CASH_IN,2730.17,C5823704,28312.11,31042.28,C3655252,4664.92,7395.09,-2730.17,2730.17,0.0964,0,1,0,0,0,0,7.912485367797073,10.251080227247158,-5460.3399999999965,0.0,0,0,0.09642776791387453,0,0.0,Low,0
421,13,CASH_OUT,2972.86,C6331749,61292.47,58319.61,C3591631,11571.74,14544.6,2972.86,2972.86,0.0485,0,0,0,0,0,1,7.997616051265115,11.0234285909646,0.0,0.0,0,0,0.04850206718594983,1,0.0,Low,0
571,19,PAYMENT,4750.16,C6935498,17441.65,12691.49,C6008110,209.64,4959.8,4750.16,4750.16,0.2723,0,0,0,0,0,3,8.466144077740466,9.766673635461093,1.8189894035458565e-12,0.0,0,0,0.2723301791872221,0,0.0,Low,0
603,3,TRANSFER,20027.95,C2979009,17315.18,0.0,C7465999,3837.33,23865.28,17315.18,20027.95,1.1567,0,1,0,0,0,4,9.904934005917868,9.759396603518239,-2712.7700000000004,0.0,1,0,1.1566032462125018,1,0.0,Low,0
450,18,PAYMENT,993.19,C4893570,12818.41,11825.22,C6564449,64455.89,65449.08,993.19,993.19,0.0775,0,0,0,0,0,3,6.9019283352716245,9.45871570757475,0.0,0.0,0,0,0.07747548444117164,0,0.0,Low,0
189,21,PAYMENT,11058.54,C2449753,81282.9,70224.36,C8142833,396.45,11454.99,11058.54,11058.54,0.1361,0,0,0,0,0,3,9.311048682891311,11.305703243944661,-1.4551915228366852e-11,1.8189894035458565e-12,0,0,0.13604834413703085,0,0.0,Low,0
427,19,TRANSFER,15617.19,C5236357,61815.76,46198.57,C2854216,33393.43,49010.62,15617.19,15617.19,0.2526,0,0,0,0,0,4,9.656191539598744,11.031929804089415,0.0,0.0,0,0,0.25263682535286547,1,0.0,Low,0
613,13,CASH_IN,6009.88,C4143454,90748.05,96757.93,C5316446,57233.88,63243.76,-6009.88,6009.88,0.0662,0,0,0,0,0,0,8.701326439439459,11.415853283752744,-12019.759999999995,-7.275957614183426e-12,0,0,0.06622526627000502,0,0.0,Low,0
673,1,DEBIT,7359.94,C8924647,5437.28,0.0,C5483013,10749.24,18109.18,5437.28,7359.94,1.3536,0,1,0,0,0,2,8.903942920959054,8.601218113385082,-1922.6599999999999,0.0,1,0,1.3533580470295756,0,0.0,Low,0
346,10,CASH_IN,2733.59,C1847696,8264.77,10998.36,C3927235,1455.4,4188.99,-2733.59,2733.59,0.3308,0,0,0,0,0,0,7.9137367950263435,9.019878169859977,-5467.18,0.0,0,0,0.3307120812701055,0,0.0,Low,0
580,4,CASH_OUT,1017.09,C5211605,29388.61,28371.52,C5764613,9293.27,10310.36,1017.09,1017.09,0.0346,0,1,0,0,0,1,6.925683601847055,10.288396489505251,0.0,0.0,0,0,0.03460712816536184,1,0.0,Low,0
197,5,TRANSFER,2960.0,C4640955,42188.42,39228.42,C3569791,20010.1,22970.1,2960.0,2960.0,0.0702,0,1,0,0,0,4,7.993282328101591,10.649924757690398,0.0,0.0,0,0,0.07015976991387889,1,0.0,Low,0
671,23,PAYMENT,2877.22,C5093341,221112.54,218235.32,C5022555,37556.28,40433.5,2877.22,2877.22,0.013,0,1,1,0,0,3,7.964927326499367,12.306431604228745,0.0,0.0,0,0,0.013012409823478018,0,0.0,Low,0
601,1,CASH_OUT,11781.41,C9108903,24996.24,13214.83,C4449193,4216.3,15997.71,11781.41,11781.41,0.4713,0,1,0,0,0,1,9.374363020321864,10.12652069775581,1.8189894035458565e-12,0.0,0,0,0.47130843245094256,1,0.0,Low,0
628,4,DEBIT,2536.22,C3294413,33165.14,30628.92,C5941590,592.33,3128.55,2536.22,2536.22,0.0765,0,1,1,0,0,2,7.838824272434018,10.409284754955511,0.0,-4.547473508864641e-13,0,0,0.07647015902363072,0,0.0,Low,0
230,14,PAYMENT,25663.97,C1030012,68406.12,42742.15,C1333712,4744.43,30408.4,25663.97,25663.97,0.3752,0,0,0,0,0,3,10.15288230608665,11.133232191760534,-7.275957614183426e-12,0.0,0,0,0.3751651874834082,0,0.0,Low,0
237,21,PAYMENT,2399.68,C9877460,12860.62,10460.94,C5031303,96237.65,98637.33,2399.68,2399.68,0.1866,0,0,0,0,0,3,7.783507309538061,9.462002961864025,0.0,-1.4551915228366852e-11,0,0,0.1865768075872246,0,0.0,Low,0
416,8,TRANSFER,5163.11,C6818575,19734.25,14571.14,C1288330,3033.39,8196.5,5163.11,5163.11,0.2616,0,0,0,0,0,4,8.549488053056471,9.890161655865711,0.0,0.0,0,0,0.261618677239964,1,0.0,Low,0
372,12,DEBIT,1442.22,C3036224,343336.22,341894.0,C5652203,2922.94,4365.16,1442.22,1442.22,0.0042,0,0,0,0,0,2,7.274632007305463,12.746468391861983,0.0,0.0,0,0,0.0042005932243524315,0,0.0,Low,0
430,22,CASH_IN,29564.17,C3362369,7995.49,37559.66,C5745522,502.88,30067.05,-29564.17,29564.17,3.6976,0,1,0,0,0,0,10.294352258280679,8.986757974383028,-59128.340000000004,0.0,0,0,3.697143371654313,0,0.0,Low,0
290,2,DEBIT,4445.27,C1924439,120716.04,116270.77,C7432461,6675.18,11120.45,4445.27,4445.27,0.0368,0,1,1,0,0,2,8.399820821425166,11.70120457359175,-1.4551915228366852e-11,0.0,0,0,0.03682388169888858,0,0.0,Low,0
181,13,TRANSFER,19799.82,C5080285,12353.99,0.0,C7675068,15047.09,34846.91,12353.99,19799.82,1.6027,0,0,0,0,0,4,9.893478629966499,9.421815309033471,-7445.83,0.0,1,0,1.602576772623855,1,0.0,Low,0
494,14,CASH_OUT,2081.41,C1123169,108241.22,106159.81,C9797823,371922.65,374004.06,2081.41,2081.41,0.0192,0,0,1,0,0,1,7.641281155820189,11.59212677261217,0.0,0.0,0,0,0.01922918801924055,1,0.0,Low,0
236,20,CASH_IN,196.85,C7393369,12477.7,12674.55,C5662889,78462.7,78659.55,-196.85,196.85,0.0158,0,0,0,0,0,0,5.287509167831433,9.431778469831029,-393.6999999999989,0.0,0,0,0.015774880396195116,0,0.0,Low,0
326,14,DEBIT,1444.29,C1684901,15119.57,13675.28,C2739548,4689.79,6134.08,1444.29,1444.29,0.0955,0,0,1,0,0,2,7.276065272452101,9.623811347435655,-1.8189894035458565e-12,0.0,0,0,0.09551822451137755,0,0.0,Low,0
69,21,CASH_IN,32760.1,C6761160,45441.91,78202.01,C6693916,1993.67,34753.77,-32760.1,32760.1,0.7209,0,0,0,0,0,0,10.39699711493687,10.724212091837487,-65520.19999999999,0.0,0,0,0.7209067377067181,0,0.0,Low,0
289,1,TRANSFER,141356.4,C7133181,57563.28,0.0,C6560806,7618.29,148974.69,57563.28,141356.4,2.4557,0,1,1,0,0,4,11.859046714068345,10.960657515429439,-83793.12,0.0,1,0,2.455626996463779,1,0.0,Low,0
694,22,CASH_IN,60672.22,C3174240,14470.76,75142.98,C3511739,37347.16,98019.38,-60672.22,60672.22,4.1927,0,1,0,0,0,0,11.013257693534891,9.579954443189692,-121344.44,0.0,0,0,4.192456204359387,0,0.0,Low,0
687,15,TRANSFER,2188.09,C4796150,27633.17,25445.08,C2079818,120537.64,122725.73,2188.09,2188.09,0.0792,0,0,0,0,0,4,7.691241211341908,10.226808329439626,-3.637978807091713e-12,0.0,0,0,0.07918059417018858,1,0.0,Low,0
604,4,DEBIT,44931.3,C6288831,49393.97,4462.67,C8762143,153.94,45085.24,44931.3,44931.3,0.9097,0,1,0,0,0,2,10.712912191495157,10.807603876129468,-1.8189894035458565e-12,7.275957614183426e-12,0,0,0.9096331063669034,0,0.0,Low,0
306,18,TRANSFER,260249.46,C4909428,42439.64,0.0,C1479440,905.44,261154.9,42439.64,260249.46,6.1322,0,0,1,0,0,4,12.469399754006874,10.655861672727317,-217809.82,0.0,1,1,6.1320814200728355,1,0.0,Low,0
101,5,CASH_IN,11546.67,C4666831,110806.19,122352.86,C3625067,11182.8,22729.47,-11546.67,11546.67,0.1042,0,1,0,0,0,0,9.354238963997652,11.615546942886697,-23093.339999999997,0.0,0,0,0.10420506106147083,0,0.0,Low,0
684,12,TRANSFER,32551.01,C1093288,2066.19,0.0,C2194696,37435.98,69986.99,2066.19,32551.01,15.7541,0,0,0,0,0,4,10.390594396882266,7.633945476115282,-30484.82,0.0,1,0,15.746501289189672,1,0.0,Low,0
42,18,DEBIT,923.76,C3868840,62552.94,61629.18,C4626723,25539.15,26462.91,923.76,923.76,0.0148,0,0,0,0,0,2,6.829534244387537,11.043784503519609,0.0,0.0,0,0,0.014767415130046164,0,0.0,Low,0
671,23,TRANSFER,156210.25,C3730596,1491.23,0.0,C5788198,6727.8,162938.05,1491.23,156210.25,104.7526,0,1,1,0,0,4,11.958964536841563,7.3080269243789475,-154719.02,0.0,1,0,104.68242161060962,1,0.0,Low,0
613,13,CASH_IN,1645.78,C9406804,16354.21,17999.99,C8319746,3102.94,4748.72,-1645.78,1645.78,0.1006,0,0,0,0,0,0,7.406577145056396,9.70230178000011,-3291.560000000003,0.0,0,0,0.10062726189391638,0,0.0,Low,0
6,6,CASH_IN,33566.12,C1459858,4414.52,37980.64,C8081887,2653.99,36220.11,-33566.12,33566.12,7.6036,0,0,0,0,0,0,10.421302295409113,8.392880886396958,-67132.24,0.0,0,0,7.601849838750589,0,0.0,Low,0
398,14,TRANSFER,5790.28,C5867734,349760.32,343970.04,C2741995,265.41,6055.69,5790.28,5790.28,0.0166,0,0,0,0,0,4,8.664108616946233,12.765006257979657,0.0,0.0,0,0,0.016554946670489464,1,0.0,Low,0
676,4,CASH_OUT,3660.07,C7694971,9242.02,5581.95,C5261535,663.99,4324.06,3660.07,3660.07,0.396,0,1,0,0,0,1,8.205510733396334,9.13162395106207,9.094947017729282e-13,0.0,0,0,0.3959820491570937,1,0.0,Low,0
389,5,DEBIT,2537.42,C4675588,117149.98,114612.56,C2782646,13771.19,16308.61,2537.42,2537.42,0.0217,0,1,0,0,0,2,7.839297119216831,11.671218809244529,0.0,0.0,0,0,0.021659400544493952,0,0.0,Low,0
277,13,CASH_IN,33696.85,C9132322,300710.62,334407.47,C9079574,17461.05,51157.9,-33696.85,33696.85,0.1121,0,0,0,0,0,0,10.425189316085676,12.61390701139594,-67393.69999999995,-7.275957614183426e-12,0,0,0.11205702659577971,0,0.0,Low,0
657,9,PAYMENT,11642.71,C2880606,72862.47,61219.76,C4577819,40553.09,52195.8,11642.71,11642.71,0.1598,0,0,1,0,0,3,9.36252139902462,11.196342695011802,0.0,-7.275957614183426e-12,0,0,0.15978802546735696,0,0.0,Low,0
654,6,TRANSFER,7792.68,C3159178,2313.24,0.0,C5776591,17913.68,25706.36,2313.24,7792.68,3.3687,0,0,1,0,0,4,8.961068427832279,7.7468366188836475,-5479.4400000000005,0.0,1,0,3.3672739214601775,1,0.0,Low,0
143,23,CASH_OUT,11034.74,C3932522,14709.93,3675.19,C1194239,1754.96,12789.7,11034.74,11034.74,0.7502,0,1,1,0,0,1,9.308894375799051,9.596346033894795,4.547473508864641e-13,0.0,0,0,0.7501048540099096,1,0.0,Low,0
1,1,CASH_IN,4261.49,C8764594,1325.09,5586.58,C9717205,9069.23,13330.72,-4261.49,4261.49,3.216,0,1,0,0,0,0,8.357608775547964,7.189990041745687,-8522.98,0.0,0,0,3.213575247532219,0,0.0,Low,0
591,15,CASH_IN,13514.51,C8453434,299752.69,313267.2,C3474461,3679.56,17194.07,-13514.51,13514.51,0.0451,0,0,0,0,0,0,9.511593193847625,12.610716383072539,-27029.02000000002,0.0,0,0,0.04508538326917677,0,0.0,Low,0
39,15,CASH_IN,8231.69,C4461479,9038.83,17270.52,C3895693,4863.51,13095.2,-8231.69,8231.69,0.9107,0,0,0,0,0,0,9.015868093243231,9.109395647899666,-16463.38,0.0,0,0,0.9106023011494686,0,0.0,Low,0
336,0,DEBIT,3007.11,C1327231,14266.72,11259.61,C5551895,19289.62,22296.73,3007.11,3007.11,0.2108,0,1,0,0,0,2,8.009067253550032,9.565754921952047,-1.8189894035458565e-12,0.0,0,0,0.21076317729812474,0,0.0,Low,0
57,9,CASH_IN,13383.4,C7165896,37936.24,51319.64,C8660670,23890.62,37274.02,-13383.4,13383.4,0.3528,0,0,0,0,0,0,9.50184512865163,10.543688494401104,-26766.800000000003,0.0,0,0,0.35277737653029057,0,0.0,Low,0
392,8,DEBIT,2636.84,C4320548,1772.63,0.0,C6248360,21486.89,24123.73,1772.63,2636.84,1.4875,0,0,0,0,0,2,7.877715679428754,7.48078357290871,-864.21,0.0,1,0,1.4866911362572803,0,0.0,Low,0
