step,hour,txn_type,amount,name_orig,old_balance_orig,new_balance_orig,name_dest,old_balance_dest,new_balance_dest,balance_diff_orig,balance_diff_dest,amount_to_balance_ratio,dest_balance_zeroed,night_txn_flag,weekend_flag,round_amount_flag,is_fraud
214,22,DEBIT,3843.26,C7395861,79545.44,75702.18,C2481435,4198.15,8041.41,3843.26,3843.26,0.0483,0,1,0,0,0
167,23,DEBIT,3205.18,C1639050,10866.79,7661.61,C9857236,1310.04,4515.22,3205.18,3205.18,0.295,0,1,1,0,0
560,8,TRANSFER,10714.73,C7445425,7090.5,0.0,C8020228,4026.74,14741.47,7090.5,10714.73,1.5111,0,0,0,0,0
20,20,PAYMENT,6645.36,C5140298,51437.32,44791.96,C6340793,10781.38,17426.74,6645.36,6645.36,0.1292,0,0,0,0,0
598,22,TRANSFER,12094.69,C8336207,4357.84,0.0,C9542038,900.34,12995.03,4357.84,12094.69,2.7754,0,1,0,0,0
614,14,TRANSFER,86640.8,C1040372,14385.41,0.0,C2127004,46328.1,132968.9,14385.41,86640.8,6.0228,0,0,0,0,0
581,5,PAYMENT,24910.01,C6895798,42837.06,17927.05,C9900655,76541.14,101451.15,24910.01,24910.01,0.5815,0,1,0,0,0
138,18,DEBIT,3596.03,C5165830,12171.12,8575.09,C8377949,1012.01,4608.04,3596.03,3596.03,0.2955,0,0,1,0,0
679,7,CASH_IN,13306.73,C5584354,18267.03,31573.76,C8974682,3952.92,17259.65,-13306.73,13306.73,0.7285,0,0,0,0,0
657,9,TRANSFER,5955.45,C3863684,50943.23,44987.78,C4711790,14769.41,20724.86,5955.45,5955.45,0.1169,0,0,1,0,0
566,14,TRANSFER,4043.7,C1908673,370259.41,366215.71,C1233552,9021.08,13064.78,4043.7,4043.7,0.0109,0,0,0,0,0
383,23,PAYMENT,3387.97,C7339024,22776.46,19388.49,C6144918,128979.36,132367.33,3387.97,3387.97,0.1487,0,1,0,0,0
352,16,PAYMENT,5111.43,C8331157,7804.49,2693.06,C7856189,3500.2,8611.63,5111.43,5111.43,0.6549,0,0,0,0,0
159,15,PAYMENT,2784.61,C2747302,13260.31,10475.7,C5523698,1111.97,3896.58,2784.61,2784.61,0.21,0,0,1,0,0
175,7,CASH_IN,4151.68,C6204688,5103.34,9255.02,C4028885,18720.13,22871.81,-4151.68,4151.68,0.8135,0,0,0,0,0
228,12,CASH_OUT,13800.1,C8921484,46739.54,32939.44,C5172587,1468.99,15269.09,13800.1,13800.1,0.2953,0,0,0,0,0
379,19,CASH_IN,2692.0,C7320349,5137.76,7829.76,C3242680,31637.36,34329.36,-2692.0,2692.0,0.524,0,0,0,0,0
285,21,TRANSFER,1972.7,C9177813,9038.93,7066.23,C3916199,2254.05,4226.75,1972.7,1972.7,0.2182,0,0,0,0,0
470,14,TRANSFER,5832.8,C4932429,13235.8,7403.0,C4685169,1215.95,7048.75,5832.8,5832.8,0.4407,0,0,1,0,0
119,23,DEBIT,4478.91,C3901129,55620.08,51141.17,C1454632,35905.96,40384.87,4478.91,4478.91,0.0805,0,1,0,0,0
266,2,CASH_IN,1038.42,C5353482,1751.7,2790.12,C3948750,3797.33,4835.75,-1038.42,1038.42,0.5928,0,1,0,0,0
662,14,CASH_IN,9071.3,C4842461,35636.54,44707.84,C5320530,19354.85,28426.15,-9071.3,9071.3,0.2546,0,0,1,0,0
427,19,PAYMENT,5147.32,C1184452,4978.3,0.0,C9561538,30348.1,35495.42,4978.3,5147.32,1.034,0,0,0,0,0
97,1,TRANSFER,1860.07,C5872781,3134.75,1274.68,C9536171,19033.72,20893.79,1860.07,1860.07,0.5934,0,1,0,0,0
453,21,DEBIT,1072.11,C1160440,183552.6,182480.49,C5649906,2654.37,3726.48,1072.11,1072.11,0.0058,0,0,0,0,0
587,11,CASH_OUT,3378.52,C8286070,76415.54,73037.02,C1548859,57687.84,61066.36,3378.52,3378.52,0.0442,0,0,0,0,0
311,23,PAYMENT,1289.48,C3072767,19643.75,18354.27,C6887229,19218.43,20507.91,1289.48,1289.48,0.0656,0,1,1,0,0
185,17,CASH_IN,162168.68,C5746959,19899.88,182068.56,C5644620,7511.81,169680.49,-162168.68,162168.68,8.1492,0,0,0,0,0
409,1,DEBIT,7656.22,C8075995,2925.84,0.0,C7293014,422.85,8079.07,2925.84,7656.22,2.6168,0,1,0,0,0
633,9,DEBIT,1825.09,C7984462,26163.07,24337.98,C8691033,5346.88,7171.97,1825.09,1825.09,0.0698,0,0,1,0,0
108,12,DEBIT,13055.58,C5938091,1666.38,0.0,C9931477,7231.87,20287.45,1666.38,13055.58,7.8347,0,0,0,0,0
236,20,CASH_OUT,499.81,C2082128,16399.87,15900.06,C3237280,8468.93,8968.74,499.81,499.81,0.0305,0,0,0,0,0
555,3,PAYMENT,7771.06,C6606002,1643.73,0.0,C5552012,2362.23,10133.29,1643.73,7771.06,4.7277,0,1,0,0,0
200,8,CASH_OUT,1338.02,C4124127,63502.06,62164.04,C2255141,39278.19,40616.21,1338.02,1338.02,0.0211,0,0,0,0,0
649,1,DEBIT,2914.7,C9974347,35432.08,32517.38,C6648859,13755.58,16670.28,2914.7,2914.7,0.0823,0,1,1,0,0
663,15,CASH_IN,848.43,C6496198,30386.48,31234.91,C6987189,2021.56,2869.99,-848.43,848.43,0.0279,0,0,1,0,0
441,9,CASH_OUT,8248.19,C7944007,149917.88,141669.69,C9949525,1239.46,9487.65,8248.19,8248.19,0.055,0,0,0,0,0
81,9,TRANSFER,77623.9,C1407045,4631.94,0.0,C1369854,11230.81,88854.71,4631.94,77623.9,16.7584,0,0,0,0,0
434,2,CASH_OUT,10011.53,C7554619,878.95,0.0,C1313886,425345.45,435356.98,878.95,10011.53,11.3903,0,1,0,0,0
712,16,CASH_IN,29988.46,C3872087,7466.34,37454.8,C4478717,4111.99,34100.45,-29988.46,29988.46,4.0165,0,0,0,0,0
159,15,PAYMENT,3818.11,C7723905,42327.08,38508.97,C8645813,1102.25,4920.36,3818.11,3818.11,0.0902,0,0,1,0,0
525,21,PAYMENT,6402.44,C9879556,125153.22,118750.78,C7967851,13358.87,19761.31,6402.44,6402.44,0.0512,0,0,0,0,0
63,15,CASH_IN,12291.49,C9832138,31879.57,44171.06,C5046996,10753.93,23045.42,-12291.49,12291.49,0.3856,0,0,0,0,0
135,15,CASH_IN,6630.87,C3417176,193938.73,200569.6,C1093150,7091.85,13722.72,-6630.87,6630.87,0.0342,0,0,1,0,0
635,11,PAYMENT,13515.62,C4776469,88768.79,75253.17,C5463777,34210.75,47726.37,13515.62,13515.62,0.1523,0,0,1,0,0
705,9,PAYMENT,628.56,C7482971,17117.0,16488.44,C5221348,1710.12,2338.68,628.56,628.56,0.0367,0,0,0,0,0
594,18,PAYMENT,2872.47,C4560925,5947.25,3074.78,C4029350,44736.67,47609.14,2872.47,2872.47,0.483,0,0,0,0,0
594,18,CASH_OUT,1075.92,C9046007,14642.3,13566.38,C1384450,3931.65,5007.57,1075.92,1075.92,0.0735,0,0,0,0,0
592,16,DEBIT,3580.43,C1207775,47517.18,43936.75,C1529736,10522.42,14102.85,3580.43,3580.43,0.0754,0,0,0,0,0
493,13,CASH_OUT,996.75,C6395702,32667.59,31670.84,C7406378,4274.13,5270.88,996.75,996.75,0.0305,0,0,1,0,0
168,0,CASH_IN,19742.37,C9874067,2496.68,22239.05,C7025749,921.92,20664.29,-19742.37,19742.37,7.9074,0,1,0,0,0
77,5,PAYMENT,348.85,C5754361,17896.15,17547.3,C1774383,16833.04,17181.89,348.85,348.85,0.0195,0,1,0,0,0
370,10,CASH_IN,3293.75,C2567042,27293.36,30587.11,C1846881,54866.85,58160.6,-3293.75,3293.75,0.1207,0,0,0,0,0
12,12,DEBIT,183.74,C1139426,52662.09,52478.35,C2572396,18539.12,18722.86,183.74,183.74,0.0035,0,0,0,0,0
60,12,CASH_IN,25279.07,C6752597,346853.24,372132.31,C4035421,14527.07,39806.14,-25279.07,25279.07,0.0729,0,0,0,0,0
520,16,PAYMENT,1629.94,C4295864,26146.55,24516.61,C6925432,18942.4,20572.34,1629.94,1629.94,0.0623,0,0,0,0,0
266,2,TRANSFER,5227.96,C1710035,11999.26,6771.3,C8452479,3481.17,8709.13,5227.96,5227.96,0.4357,0,1,0,0,0
102,6,TRANSFER,11981.88,C8454441,3769.92,0.0,C4102281,3485.57,15467.45,3769.92,11981.88,3.1783,0,0,0,0,0
281,17,CASH_OUT,8006.68,C8179637,273468.29,265461.61,C6404209,2883.74,10890.42,8006.68,8006.68,0.0293,0,0,0,0,0
665,17,DEBIT,5170.46,C2029560,3972.76,0.0,C6207391,27753.37,32923.83,3972.76,5170.46,1.3015,0,0,1,0,0
395,11,CASH_IN,195601.17,C2011886,18164.24,213765.41,C8653180,90941.82,286542.99,-195601.17,195601.17,10.7685,0,0,0,0,0
332,20,TRANSFER,6614.41,C2548210,474768.41,468154.0,C3764841,34469.67,41084.08,6614.41,6614.41,0.0139,0,0,1,0,0
377,17,CASH_OUT,15871.12,C2432618,160056.84,144185.72,C2191611,4536.56,20407.68,15871.12,15871.12,0.0992,0,0,0,0,0
369,9,CASH_OUT,30055.79,C5718458,15756.57,0.0,C7333960,34272.73,64328.52,15756.57,30055.79,1.9075,0,0,0,0,0
560,8,TRANSFER,37319.77,C6644970,8277.35,0.0,C8398875,10013.56,47333.33,8277.35,37319.77,4.5087,0,0,0,0,0
461,5,DEBIT,6093.12,C2360880,214404.14,208311.02,C4513900,13309.51,19402.63,6093.12,6093.12,0.0284,0,1,1,0,0
373,13,CASH_OUT,547.47,C5933243,55833.25,55285.78,C6768758,2156.48,2703.95,547.47,547.47,0.0098,0,0,0,0,0
270,6,CASH_IN,22860.58,C2172929,39173.47,62034.05,C9612959,7069.19,29929.77,-22860.58,22860.58,0.5836,0,0,0,0,0
33,9,CASH_OUT,43393.98,C5713297,2042.0,0.0,C8064393,26657.96,70051.94,2042.0,43393.98,21.2507,0,0,0,0,0
133,13,DEBIT,8604.6,C2721304,277240.35,268635.75,C1236717,2125.4,10730.0,8604.6,8604.6,0.031,0,0,1,0,0
412,4,CASH_OUT,7422.2,C8277389,20827.16,13404.96,C6576132,5270.75,12692.95,7422.2,7422.2,0.3564,0,1,0,0,0
529,1,CASH_OUT,453.53,C1859287,9544.04,9090.51,C4088286,45101.04,45554.57,453.53,453.53,0.0475,0,1,0,0,0
111,15,DEBIT,4797.71,C5691191,78755.86,73958.15,C9830688,12614.71,17412.42,4797.71,4797.71,0.0609,0,0,0,0,0
456,0,CASH_OUT,1898.79,C1982537,90156.07,88257.28,C5010718,20896.55,22795.34,1898.79,1898.79,0.0211,0,1,1,0,0
563,11,CASH_IN,15420.31,C8020754,4125.59,19545.9,C5702398,432.84,15853.15,-15420.31,15420.31,3.7377,0,0,0,0,0
471,15,DEBIT,162.29,C9143457,2240.66,2078.37,C3673463,5598.08,5760.37,162.29,162.29,0.0724,0,0,1,0,0
7,7,TRANSFER,36875.69,C6781704,401507.21,364631.52,C8968757,22893.92,59769.61,36875.69,36875.69,0.0918,0,0,0,0,0
489,9,CASH_IN,6712.37,C7910344,18019.12,24731.49,C5138601,296048.96,302761.33,-6712.37,6712.37,0.3725,0,0,1,0,0
666,18,CASH_IN,1716.43,C7336516,50972.03,52688.46,C8036109,19493.17,21209.6,-1716.43,1716.43,0.0337,0,0,1,0,0
649,1,TRANSFER,20425.75,C8245182,14733.06,0.0,C5721625,6018.08,26443.83,14733.06,20425.75,1.3864,0,1,1,0,0
233,17,DEBIT,12169.21,C7844808,221785.93,209616.72,C4461673,6686.62,18855.83,12169.21,12169.21,0.0549,0,0,0,0,0
352,16,PAYMENT,5599.84,C6314861,11226.75,5626.91,C6941757,6173.12,11772.96,5599.84,5599.84,0.4988,0,0,0,0,0
482,2,CASH_IN,6383.4,C6068294,176755.19,183138.59,C9905147,41001.83,47385.23,-6383.4,6383.4,0.0361,0,1,1,0,0
283,19,TRANSFER,20463.28,C1593909,18324.14,0.0,C2336763,28567.29,49030.57,18324.14,20463.28,1.1167,0,0,0,0,0
74,2,PAYMENT,1266.33,C7064013,7369.34,6103.01,C2023367,30720.2,31986.53,1266.33,1266.33,0.1718,0,1,0,0,0
235,19,TRANSFER,3435.79,C8089554,86848.62,83412.83,C7563475,2413.8,5849.59,3435.79,3435.79,0.0396,0,0,0,0,0
182,14,CASH_OUT,7526.06,C4903574,4243.08,0.0,C3557072,39599.67,47125.73,4243.08,7526.06,1.7737,0,0,0,0,0
459,3,TRANSFER,8383.2,C8606614,11879.75,3496.55,C9899601,273863.38,282246.58,8383.2,8383.2,0.7057,0,1,1,0,0
584,8,DEBIT,16586.48,C6093486,5066.77,0.0,C1677161,5560.76,22147.24,5066.77,16586.48,3.2736,0,0,0,0,0
264,0,CASH_IN,10691.63,C1651914,10920.48,21612.11,C6507163,13487.36,24178.99,-10691.63,10691.63,0.979,0,1,0,0,0
465,9,TRANSFER,53072.61,C8298562,57827.06,4754.45,C7611982,16790.01,69862.62,53072.61,53072.61,0.9178,0,0,1,0,0
7,7,PAYMENT,1139.46,C6011509,14063.92,12924.46,C2161974,12639.62,13779.08,1139.46,1139.46,0.081,0,0,0,0,0
425,17,CASH_IN,1261.68,C7515895,105429.11,106690.79,C1896717,80422.14,81683.82,-1261.68,1261.68,0.012,0,0,0,0,0
685,13,PAYMENT,3356.58,C8663601,3235.84,0.0,C4036869,4905.13,8261.71,3235.84,3356.58,1.0373,0,0,0,0,0
583,7,CASH_IN,2766.2,C7398150,41411.16,44177.36,C2555277,3967.83,6734.03,-2766.2,2766.2,0.0668,0,0,0,0,0
684,12,CASH_IN,5739.09,C9279271,606.51,6345.6,C3177342,9140.0,14879.09,-5739.09,5739.09,9.4625,0,0,0,0,0
314,2,TRANSFER,155984.25,C3256678,223828.72,67844.47,C1308761,132.21,0.0,155984.25,-132.21,0.6969,1,1,1,0,1
610,10,CASH_OUT,13141.97,C8054490,45044.6,31902.63,C9112882,2804.01,15945.98,13141.97,13141.97,0.2918,0,0,0,0,0
712,16,DEBIT,1237.72,C7319381,4101.14,2863.42,C4792019,7908.15,9145.87,1237.72,1237.72,0.3018,0,0,0,0,0
426,18,PAYMENT,4829.52,C2318165,3020.57,0.0,C8656225,1202.06,6031.58,3020.57,4829.52,1.5989,0,0,0,0,0
400,16,TRANSFER,38183.67,C4228474,13214.45,0.0,C2552925,65448.18,103631.85,13214.45,38183.67,2.8895,0,0,0,0,0
469,13,CASH_OUT,12560.59,C1724274,1558.61,0.0,C5117470,1628.62,14189.21,1558.61,12560.59,8.0588,0,0,1,0,0
501,21,TRANSFER,40271.04,C8502022,2521.76,0.0,C2265144,1954.65,42225.69,2521.76,40271.04,15.9694,0,0,1,0,0
298,10,TRANSFER,24072.48,C7346258,148684.57,124612.09,C1949830,1120.88,25193.36,24072.48,24072.48,0.1619,0,0,1,0,0
366,6,DEBIT,5215.01,C5198248,12568.43,7353.42,C7176248,163.15,5378.16,5215.01,5215.01,0.4149,0,0,0,0,0
255,15,DEBIT,7129.3,C6777237,13100.98,5971.68,C5219284,6760.97,13890.27,7129.3,7129.3,0.5442,0,0,0,0,0
37,13,DEBIT,7614.62,C9705046,65427.42,57812.8,C8130161,2280.1,9894.72,7614.62,7614.62,0.1164,0,0,0,0,0
136,16,CASH_IN,2297.81,C1932419,79276.84,81574.65,C6431983,196728.95,199026.76,-2297.81,2297.81,0.029,0,0,1,0,0
15,15,TRANSFER,8901.3,C9141525,59590.02,50688.72,C7201488,5754.96,14656.26,8901.3,8901.3,0.1494,0,0,0,0,0
385,1,DEBIT,3036.45,C8189633,37966.26,34929.81,C8381394,2129.24,5165.69,3036.45,3036.45,0.08,0,1,0,0,0
695,23,PAYMENT,461.08,C5251631,76611.0,76149.92,C9067100,14263.83,14724.91,461.08,461.08,0.006,0,1,0,0,0
322,10,PAYMENT,6495.53,C2144428,182553.0,176057.47,C5037293,553.93,7049.46,6495.53,6495.53,0.0356,0,0,1,0,0
12,12,CASH_OUT,7232.51,C6744949,32779.6,25547.09,C2725475,13043.38,20275.89,7232.51,7232.51,0.2206,0,0,0,0,0
348,12,CASH_IN,1140.89,C7298471,124496.41,125637.3,C5558250,9088.23,10229.12,-1140.89,1140.89,0.0092,0,0,0,0,0
132,12,CASH_IN,19149.94,C6184024,19463.15,38613.09,C8296600,34389.63,53539.57,-19149.94,19149.94,0.9839,0,0,1,0,0
529,1,TRANSFER,45474.34,C8037978,10735.2,0.0,C8799462,1445.64,46919.98,10735.2,45474.34,4.236,0,1,0,0,0
168,0,TRANSFER,61451.03,C8023380,1747.14,0.0,C3141091,2237.99,63689.02,1747.14,61451.03,35.1724,0,1,0,0,0
501,21,CASH_IN,6463.02,C6475128,65850.82,72313.84,C6205083,27670.93,34133.95,-6463.02,6463.02,0.0981,0,0,1,0,0
14,14,DEBIT,1885.92,C5624980,1317.2,0.0,C5135563,1752.46,3638.38,1317.2,1885.92,1.4318,0,0,0,0,0
518,14,TRANSFER,104898.01,C6104720,28044.32,0.0,C8211441,6741.0,111639.01,28044.32,104898.01,3.7404,0,0,0,0,0
526,22,DEBIT,1819.4,C6246239,5650.15,3830.75,C3536199,3251.36,5070.76,1819.4,1819.4,0.322,0,1,0,0,0
280,16,CASH_OUT,7772.57,C3363533,22612.32,14839.75,C1118723,6509.3,14281.87,7772.57,7772.57,0.3437,0,0,0,0,0
442,10,PAYMENT,5073.3,C3030105,55620.06,50546.76,C2579090,1705.56,6778.86,5073.3,5073.3,0.0912,0,0,0,0,0
30,6,CASH_OUT,2034.08,C3962768,107895.62,105861.54,C1426676,4746.1,6780.18,2034.08,2034.08,0.0189,0,0,0,0,0
540,12,TRANSFER,5667.77,C7671181,6172.31,504.54,C1915753,394.87,6062.64,5667.77,5667.77,0.9183,0,0,0,0,0
34,10,CASH_OUT,11270.43,C8433945,3680.96,0.0,C8444310,9523.27,20793.7,3680.96,11270.43,3.0618,0,0,0,0,0
17,17,DEBIT,982.06,C8305330,54637.22,53655.16,C6250233,2008.64,2990.7,982.06,982.06,0.018,0,0,0,0,0
325,13,CASH_OUT,3015.43,C8154294,41154.29,38138.86,C7055614,19511.94,22527.37,3015.43,3015.43,0.0733,0,0,1,0,0
706,10,CASH_OUT,6816.91,C3277281,3125.42,0.0,C5332794,4794.44,11611.35,3125.42,6816.91,2.1811,0,0,0,0,0
517,13,TRANSFER,2061.39,C9658811,8328.85,6267.46,C7761309,12971.89,15033.28,2061.39,2061.39,0.2475,0,0,0,0,0
552,0,PAYMENT,536.17,C9079853,6827.96,6291.79,C4937562,3371.97,3908.14,536.17,536.17,0.0785,0,1,0,0,0
712,16,DEBIT,1140.03,C2290224,165768.41,164628.38,C6822102,1269.24,2409.27,1140.03,1140.03,0.0069,0,0,0,0,0
666,18,PAYMENT,1023.67,C6188953,11193.28,10169.61,C5510219,1878.08,2901.75,1023.67,1023.67,0.0915,0,0,1,0,0
584,8,PAYMENT,5932.88,C4132114,28526.96,22594.08,C7216422,14565.21,20498.09,5932.88,5932.88,0.208,0,0,0,0,0
361,1,PAYMENT,15956.15,C4896566,20400.36,4444.21,C3841794,8715.44,24671.59,15956.15,15956.15,0.7822,0,1,0,0,0
497,17,CASH_OUT,4566.4,C7791896,143393.32,138826.92,C5522760,791.91,5358.31,4566.4,4566.4,0.0318,0,0,1,0,0
80,8,DEBIT,3009.83,C9316785,143057.67,140047.84,C9994515,447.85,3457.68,3009.83,3009.83,0.021,0,0,0,0,0
124,4,TRANSFER,12667.86,C9266753,78230.55,65562.69,C5140374,3057.97,15725.83,12667.86,12667.86,0.1619,0,1,1,0,0
332,20,CASH_IN,491.62,C9365344,119319.79,119811.41,C7164229,3887.42,4379.04,-491.62,491.62,0.0041,0,0,1,0,0
393,9,CASH_IN,8748.66,C8421697,4124.49,12873.15,C8453773,272309.25,281057.91,-8748.66,8748.66,2.1211,0,0,0,0,0
671,23,CASH_OUT,63048.85,C6506703,7238.54,0.0,C9279108,14199.1,77247.95,7238.54,63048.85,8.7102,0,1,1,0,0
498,18,PAYMENT,4718.6,C9346604,9482.77,4764.17,C5939893,7883.98,12602.58,4718.6,4718.6,0.4976,0,0,1,0,0
82,10,CASH_IN,4259.76,C9307232,44486.31,48746.07,C1241571,1371.24,5631.0,-4259.76,4259.76,0.0958,0,0,0,0,0
257,17,CASH_OUT,1719.0,C2393768,49596.52,47877.52,C4350233,293.82,2012.82,1719.0,1719.0,0.0347,0,0,0,0,0
70,22,DEBIT,3182.03,C6395516,9974.11,6792.08,C1944090,1463.24,4645.27,3182.03,3182.03,0.319,0,1,0,0,0
69,21,CASH_OUT,9136.56,C1861945,92995.63,83859.07,C1300165,6223.23,15359.79,9136.56,9136.56,0.0982,0,0,0,0,0
227,11,DEBIT,1363.28,C3019058,8252.55,6889.27,C4192536,111578.98,112942.26,1363.28,1363.28,0.1652,0,0,0,0,0
393,9,CASH_OUT,1540.96,C9007555,86638.09,85097.13,C2443472,25780.56,27321.52,1540.96,1540.96,0.0178,0,0,0,0,0
393,9,CASH_IN,6219.9,C2956690,6463.14,12683.04,C5964017,19143.19,25363.09,-6219.9,6219.9,0.9624,0,0,0,0,0
35,11,CASH_OUT,7665.98,C2515276,53316.48,45650.5,C6874546,4645.11,12311.09,7665.98,7665.98,0.1438,0,0,0,0,0
217,1,CASH_IN,2604.98,C6635635,243257.14,245862.12,C6395067,36702.82,39307.8,-2604.98,2604.98,0.0107,0,1,0,0,0
624,0,DEBIT,1173.09,C8789805,4028.44,2855.35,C5053843,15568.63,16741.72,1173.09,1173.09,0.2912,0,1,1,0,0
96,0,DEBIT,2106.31,C5361862,40385.52,38279.21,C6982894,7659.5,9765.81,2106.31,2106.31,0.0522,0,1,0,0,0
61,13,CASH_OUT,12396.87,C3415942,146169.31,133772.44,C6295277,26322.06,38718.93,12396.87,12396.87,0.0848,0,0,0,0,0
662,14,TRANSFER,12122.28,C3848338,14721.44,2599.16,C3864853,11475.3,23597.58,12122.28,12122.28,0.8234,0,0,1,0,0
642,18,PAYMENT,12153.94,C3783583,651.46,0.0,C2655548,568.42,12722.36,651.46,12153.94,18.6565,0,0,1,0,0
323,11,TRANSFER,8788.86,C1301172,22827.42,14038.56,C6233966,10177.67,18966.53,8788.86,8788.86,0.385,0,0,1,0,0
329,17,CASH_OUT,11350.19,C9888199,166877.26,155527.07,C2507966,5013.0,16363.19,11350.19,11350.19,0.068,0,0,1,0,0
157,13,TRANSFER,2795.83,C1805272,10350.69,7554.86,C8957150,8551.96,11347.79,2795.83,2795.83,0.2701,0,0,1,0,0
353,17,PAYMENT,3526.66,C6996588,9943.28,6416.62,C8628869,18212.65,21739.31,3526.66,3526.66,0.3547,0,0,0,0,0
201,9,CASH_OUT,1119.1,C1719509,1897.69,778.59,C1213874,137792.68,138911.78,1119.1,1119.1,0.5897,0,0,0,0,0
718,22,CASH_OUT,669.4,C5937537,142766.02,142096.62,C3243172,34857.53,35526.93,669.4,669.4,0.0047,0,1,0,0,0
67,19,DEBIT,738.66,C8931926,15668.35,14929.69,C2882463,3442.44,4181.1,738.66,738.66,0.0471,0,0,0,0,0
663,15,TRANSFER,107640.3,C9608800,50085.84,0.0,C7311216,1842.27,109482.57,50085.84,107640.3,2.1491,0,0,1,0,0
351,15,PAYMENT,1622.17,C9995722,73564.96,71942.79,C3316875,1419.86,3042.03,1622.17,1622.17,0.0221,0,0,0,0,0
550,22,PAYMENT,6311.66,C4419299,27259.39,20947.73,C5303674,9190.94,15502.6,6311.66,6311.66,0.2315,0,1,0,0,0
559,7,PAYMENT,396.94,C2978064,77117.03,76720.09,C9843361,14829.08,15226.02,396.94,396.94,0.0051,0,0,0,0,0
253,13,PAYMENT,4760.09,C4840516,3115.17,0.0,C3201197,2217.29,6977.38,3115.17,4760.09,1.528,0,0,0,0,0
97,1,CASH_OUT,1793.0,C6272680,2400.26,607.26,C1750845,1310.34,3103.34,1793.0,1793.0,0.747,0,1,0,0,0
647,23,CASH_IN,7650.49,C2571823,33584.01,41234.5,C5872443,39984.37,47634.86,-7650.49,7650.49,0.2278,0,1,1,0,0
683,11,TRANSFER,2067.18,C2917789,6737.92,4670.74,C4357362,5617.18,7684.36,2067.18,2067.18,0.3068,0,0,0,0,0
432,0,CASH_OUT,35918.85,C8284680,121756.73,85837.88,C3849048,3437.74,39356.59,35918.85,35918.85,0.295,0,1,0,0,0
705,9,PAYMENT,6246.66,C9457113,18698.78,12452.12,C8928862,656.03,6902.69,6246.66,6246.66,0.3341,0,0,0,0,0
577,1,DEBIT,694.79,C7114807,170551.45,169856.66,C3044060,658.99,1353.78,694.79,694.79,0.0041,0,1,0,0,0
122,2,CASH_IN,401.84,C3976221,109644.04,110045.88,C6461127,8579.23,8981.07,-401.84,401.84,0.0037,0,1,1,0,0
29,5,CASH_IN,35931.35,C4411031,23189.79,59121.14,C9311091,10359.43,46290.78,-35931.35,35931.35,1.5494,0,1,0,0,0
621,21,PAYMENT,2356.06,C4353933,2323.3,0.0,C4109973,19442.15,21798.21,2323.3,2356.06,1.0141,0,0,0,0,0
13,13,TRANSFER,44839.87,C8146480,9617.58,0.0,C3101211,10287.14,55127.01,9617.58,44839.87,4.6623,0,0,0,0,0
589,13,CASH_OUT,42990.11,C4883661,6332.31,0.0,C1814162,7023.86,50013.97,6332.31,42990.11,6.789,0,0,0,0,0
211,19,CASH_OUT,1121.37,C9863157,1072.58,0.0,C7114466,998.71,2120.08,1072.58,1121.37,1.0455,0,0,0,0,0
262,22,CASH_IN,7008.78,C1944643,296788.6,303797.38,C9541121,8310.62,15319.4,-7008.78,7008.78,0.0236,0,1,0,0,0
479,23,CASH_OUT,11001.43,C3702182,125380.59,114379.16,C5988192,27266.34,38267.77,11001.43,11001.43,0.0877,0,1,1,0,0
469,13,CASH_OUT,1838.58,C3765876,6054.01,4215.43,C2854376,21967.95,23806.53,1838.58,1838.58,0.3037,0,0,1,0,0
27,3,TRANSFER,40140.47,C1726300,76213.55,36073.08,C7303500,21270.35,61410.82,40140.47,40140.47,0.5267,0,1,0,0,0
211,19,TRANSFER,3322.55,C5248956,3367.82,45.27,C6401108,859.25,4181.8,3322.55,3322.55,0.9866,0,0,0,0,0
452,20,PAYMENT,4499.43,C4565362,83442.08,78942.65,C5511777,2384.74,6884.17,4499.43,4499.43,0.0539,0,0,0,0,0
388,4,PAYMENT,5088.5,C9185915,26175.24,21086.74,C4455222,3919.71,9008.21,5088.5,5088.5,0.1944,0,1,0,0,0
637,13,CASH_IN,5258.87,C6875082,86657.57,91916.44,C3385910,4000.3,9259.17,-5258.87,5258.87,0.0607,0,0,1,0,0
527,23,CASH_IN,21126.9,C6711672,1571.68,22698.58,C9739813,26254.11,47381.01,-21126.9,21126.9,13.4422,0,1,0,0,0
504,0,PAYMENT,13974.24,C2473842,4994.7,0.0,C5828786,598.56,14572.8,4994.7,13974.24,2.7978,0,1,0,0,0
140,20,DEBIT,5238.56,C7717124,41940.34,36701.78,C5714272,4767.82,10006.38,5238.56,5238.56,0.1249,0,0,1,0,0
479,23,TRANSFER,8334.37,C4219218,247293.65,238959.28,C7109098,8376.18,16710.55,8334.37,8334.37,0.0337,0,1,1,0,0
121,1,CASH_IN,14180.65,C6676088,20913.15,35093.8,C3210119,1990.76,16171.41,-14180.65,14180.65,0.6781,0,1,1,0,0
640,16,CASH_IN,2968.45,C3332703,25020.05,27988.5,C1053550,10077.57,13046.02,-2968.45,2968.45,0.1186,0,0,1,0,0
271,7,DEBIT,4046.22,C4393576,13016.69,8970.47,C8951062,24465.26,28511.48,4046.22,4046.22,0.3108,0,0,0,0,0
348,12,CASH_OUT,3218.1,C6825263,11917.11,8699.01,C8523949,1378.4,4596.5,3218.1,3218.1,0.27,0,0,0,0,0
